CODIGO;NOMBRE;CATEGORIA;TECNOLOGIA;ALTITUD;LATITUD;LONGITUD;DEPARTAMENTO;MUNICIPIO;AREA_HIDROGRAFICA;ZONA_HIDROGRAFICA;SUBZONA_HIDROGRAFICA
11010010;LA VUELTA [11010010];Pluviométrica;Convencional;98;5.4589444440;-76.5447222220;Choco;Cértegui;Caribe;Atrato - Darién;Río Andágueda
11017010;AGUASAL [11017010];Limnimétrica;Convencional;75;5.4739438890;-76.5378611110;Choco;Lloró;Caribe;Atrato - Darién;Río Andágueda
11017020;BAGADO [11017020];Limnigráfica;Automática con Telemetría;90;5.4120;-76.4178888890;Choco;Bagadó;Caribe;Atrato - Darién;Río Andágueda
11020010;CARMEN DE ATRATO [11020010];Pluviométrica;Convencional;1850;5.9085277780;-76.14208333;Choco;El Carmen;Caribe;Atrato - Darién;Alto Atrato
11020020;GUADUAS [11020020];Pluviométrica;Convencional;1500;5.7666666670;-76.18333333;Choco;El Carmen;Caribe;Atrato - Darién;Alto Atrato
11020050;EL PINON [11020050];Pluviométrica;Convencional;715;5.7576666670;-76.25086111;Choco;El Carmen;Caribe;Atrato - Darién;Alto Atrato
11025010;LA MANSA [11025010];Climática Ordinaria;Convencional;2018;5.8783055560;-76.08433333;Antioquia;Ciudad Bolívar;Caribe;Atrato - Darién;Alto Atrato
11027010;PUENTE LAS SANCHEZ [11027010];Limnimétrica;Convencional;2000;5.8519722220;-76.18080556;Choco;El Carmen;Caribe;Atrato - Darién;Alto Atrato
11027020;OCHO EL [11027020];Limnimétrica;Convencional;900;5.85;-76.25;Choco;El Carmen;Caribe;Atrato - Darién;Alto Atrato
11027030;EL SIETE [11027030];Limnigráfica;Automática con Telemetría;2300;5.8620;-76.15205556;Choco;El Carmen;Caribe;Atrato - Darién;Alto Atrato
11027040;ARRAYANES LOS [11027040];Limnigráfica;Convencional;1500;5.80;-76.30;Choco;El Carmen;Caribe;Atrato - Darién;Alto Atrato
11027050;GINDRAMA [11027050];Limnigráfica;Automática con Telemetría;75;5.5215555560;-76.51772222;Choco;Lloró;Caribe;Atrato - Darién;Alto Atrato
11027060;PINON EL [11027060];Limnimétrica;Convencional;1350;5.7333333330;-76.36666667;Choco;El Carmen;Caribe;Atrato - Darién;Alto Atrato
11027070;BORAUDO [11027070];Limnigráfica;Automática con Telemetría - Convencional;78;5.5146111110;-76.57569444;Choco;Lloró;Caribe;Atrato - Darién;Río Cabi y otros Directos Atrato (md)
11030010;CERTEGUI [11030010];Pluviométrica;Automática con Telemetría - Convencional;72;5.38;-76.61;Choco;Cértegui;Caribe;Atrato - Darién;Río Quito
11030030;MANAGRU [11030030];Pluviométrica;Convencional;64;5.3341666670;-76.72813889;Choco;El Cantón Del San Pablo (Managrú);Caribe;Atrato - Darién;Río Quito
11030040;PAIMADO [11030040];Pluviométrica;Convencional;35;5.4816111110;-76.74086111;Choco;Rio Quito (Paimadó);Caribe;Atrato - Darién;Río Quito
11030070;LOMA LA PUEBLO NUEVO [11030070];Pluviográfica;Convencional;72;5.5846666670;-76.7532777780;Choco;Rio Quito (Paimadó);Caribe;Atrato - Darién;Río Quito
11035010;LLORO [11035010];Climática Principal;Automática con Telemetría - Convencional;41;5.51;-76.58;Choco;Lloró;Caribe;Atrato - Darién;Río Quito
11035020;SAN ISIDRO [11035020];Pluviométrica;Convencional;53;5.6261666670;-76.74972222;Choco;Rio Quito (Paimadó);Caribe;Atrato - Darién;Río Quito
11035030;UNION PANAMERICANA - AUT  [11035030];Climática Ordinaria;Automática con Telemetría;110;5.2848277780;-76.6278222220;Choco;Unión Panamericana ( Animas);Caribe;Atrato - Darién;Río Quito
11037010;SAN ISIDRO [11037010] ;Limnimétrica;Convencional;53;5.626250;-76.7497219440;Choco;Rio Quito (Paimadó);Caribe;Atrato - Darién;Río Quito
11037020;PUENTE CERTEGUI [11037020];Limnigráfica;Convencional;77;5.374750;-76.613250;Choco;Cértegui;Caribe;Atrato - Darién;Río Quito
11037030;LA LOMA PUEBLO [11037030];Limnigráfica;Automática con Telemetría;72;5.5846666670;-76.75327778;Choco;Rio Quito (Paimadó);Caribe;Atrato - Darién;Río Quito
11040010;TUTUNENDO [11040010];Pluviométrica;Convencional;54;5.7436111110;-76.53780556;Choco;Quibdó;Caribe;Atrato - Darién;Río Bebaramá y otros Directos Atrato (md)
11045010;AEROPUERTO EL CARAÑO [11045010];Sinóptica Principal;Automática con Telemetría;75;5.6905555560;-76.64377778;Choco;Quibdó;Caribe;Atrato - Darién;Río Cabi y otros Directos Atrato (md)
11045030;HUAPANGO [11045030];Climática Ordinaria;Convencional;50;5.70;-76.63333333;Choco;Quibdó;Caribe;Atrato - Darién;Río Cabi y otros Directos Atrato (md)
11047010;BELEN [11047010];Limnigráfica;Automática con Telemetría - Convencional;26;5.7648333330;-76.66966667;Choco;Quibdó;Caribe;Atrato - Darién;Río Cabi y otros Directos Atrato (md)
11047020;QUIBDO [11047020];Limnigráfica;Automática con Telemetría;21;5.6977780560;-76.6622222220;Choco;Quibdó;Caribe;Atrato - Darién;Río Cabi y otros Directos Atrato (md)
11047030;NEGUA [11047030];Limnimétrica;Convencional;35;5.8281688890;-76.6180166670;Choco;Quibdó;Caribe;Atrato - Darién;Río Bebaramá y otros Directos Atrato (md)
11047040;QUIBDO [11047040];Limnigráfica;Automática con Telemetría;21;5.6977780560;-76.66222222;Choco;Quibdó;Caribe;Atrato - Darién;Río Cabi y otros Directos Atrato (md)
11050010;TAGACHI [11050010];Pluviométrica;Convencional;20;6.2217777780;-76.72702778;Choco;Quibdó;Caribe;Atrato - Darién;Directos Atrato entre ríos Bebaramá y Murrí (md)
11050020;BETE [11050020];Pluviométrica;Convencional;25;5.9947222220;-76.78002778;Choco;Medio Atrato (Beté);Caribe;Atrato - Darién;Directos Atrato entre ríos Quito y Bojayá (mi)
11050030;EL BUEY [11050030];Pluviométrica;Convencional;25;6.1025;-76.82136111;Choco;Medio Atrato (Beté);Caribe;Atrato - Darién;Directos Atrato entre ríos Quito y Bojayá (mi)
11050040;CALAORRA [11050040];Pluviométrica;Convencional;50;5.7666666670;-76.85;Choco;Quibdó;Caribe;Atrato - Darién;Directos Atrato entre ríos Quito y Bojayá (mi)
11050060;ALTO DEL BUEY [11050060];Pluviométrica;Convencional;100;6.1083333330;-76.91563889;Choco;Medio Atrato (Beté);Caribe;Atrato - Darién;Directos Atrato entre ríos Quito y Bojayá (mi)
11057010;TAGACHI [11057010];Limnimétrica;Convencional;18;6.2166666670;-76.71666667;Choco;Quibdó;Caribe;Atrato - Darién;Directos Atrato entre ríos Bebaramá y Murrí (md)
11057020;SAN ANTONIO PADUA [11057020];Limnigráfica;Automática con Telemetría;18;6.2866666670;-76.76180556;Antioquia;Vigia Del Fuerte;Caribe;Atrato - Darién;Directos Atrato entre ríos Bebaramá y Murrí (md)
11060010;BUCHADO [11060010];Pluviométrica;Convencional;18;6.42;-76.77927778;Antioquia;Vigia Del Fuerte;Caribe;Atrato - Darién;Directos Atrato entre ríos Bebaramá y Murrí (md)
11070010;PLAYA LA-MURRY [11070010] ;Pluviométrica;Convencional;22;6.6166669440;-76.75;Antioquia;Vigia Del Fuerte;Caribe;Atrato - Darién;Río Murrí
11070020;EL ROBLE [11070020];Pluviométrica;Convencional;1496;6.3320516670;-76.229145;Antioquia;Urrao;Caribe;Atrato - Darién;Río Murrí
11070030;LA CLARITA [11070030];Pluviométrica;Convencional;2300;6.5394444440;-76.15861111;Antioquia;Urrao;Caribe;Atrato - Darién;Río Murrí
11070040;URRAO [11070040];Pluviométrica;Convencional;1875;6.3333333330;-76.16666667;Antioquia;Urrao;Caribe;Atrato - Darién;Río Murrí
11070130;BRECHON EL [11070130];Pluviométrica;Convencional;2320;6.1333333330;-76.03333333;Antioquia;Urrao;Caribe;Atrato - Darién;Río Murrí
11075010;HONDA LA [11075010];Climática Ordinaria;Convencional;1850;6.3563888890;-76.15805556;Antioquia;Urrao;Caribe;Atrato - Darién;Río Murrí
11075020;URRAO [11075020];Climática Ordinaria;Convencional;1833;6.2983055560;-76.1433055560;Antioquia;Urrao;Caribe;Atrato - Darién;Río Murrí
11077010;BELLAVISTA  [11077010];Limnimétrica;Convencional;12;6.5588055560;-76.88447222;Choco;Bojayá (Bellavista);Caribe;Atrato - Darién;Directos Atrato entre ríos Quito y Bojayá (mi)
11077020;LA MAGDALENA [11077020];Limnigráfica;Automática con Telemetría;1770;6.2983611110;-76.13447222;Antioquia;Urrao;Caribe;Atrato - Darién;Río Murrí
11077030;PLAYA LA [11077030];Limnimétrica;Convencional;22;6.6166666670;-76.75;Antioquia;Vigia Del Fuerte;Caribe;Atrato - Darién;Río Murrí
11080010;BELLAVISTA [11080010];Climática Ordinaria;Automática con Telemetría;18;6.5591666670;-76.88541667;Choco;Bojayá (Bellavista);Caribe;Atrato - Darién;Directos Atrato entre ríos Quito y Bojayá (mi)
11080030;LOMA LA-BOJAYA [11080030];Pluviométrica;Convencional;20;6.5333330560;-76.9833327780;Choco;Bojayá (Bellavista);Caribe;Atrato - Darién;Río Bojayá
11085010;LOMA LA [11085010];Agrometeorológica;Convencional;20;6.5333333330;-76.98333333;Choco;Bojayá (Bellavista);Caribe;Atrato - Darién;Río Bojayá
11090010;OPOGADO [11090010];Pluviométrica;Convencional;50;6.8125277780;-76.97272222;Choco;Bojayá (Bellavista);Caribe;Atrato - Darién;Río Napipí - Río Opogadó
11100010;VIGIA DE CURVARADO [11100010];Pluviométrica;Convencional;25;7.0833333330;-76.91666667;Choco;Carmen Del Darién  (Curbaradó);Caribe;Atrato - Darién;Río Murindó - Directos al Atrato
11100020;DOMINGODO [11100020];Pluviométrica;Convencional;4;7.18;-77.03;Choco;Carmen Del Darién  (Curbaradó);Caribe;Atrato - Darién;Río Sucio
11100030;MURINDO [11100030];Pluviométrica;Convencional;23;7;-76.75;Antioquia;Murindó;Caribe;Atrato - Darién;Río Murindó - Directos al Atrato
11105010;MURINDO [11105010];Climática Ordinaria;Convencional;23;6.9666666670;-76.75;Antioquia;Murindó;Caribe;Atrato - Darién;Río Murindó - Directos al Atrato
11105020;CARMEN DEL DARIEN [11105020];Climática Ordinaria;Automática con Telemetría;18;7.1543333330;-76.97719444;Choco;Carmen Del Darién  (Curbaradó);Caribe;Atrato - Darién;Río Sucio
11107010;DOMINGODO [11107010];Limnimétrica;Convencional;4;7.18;-77.03;Choco;Carmen Del Darién  (Curbaradó);Caribe;Atrato - Darién;Río Sucio
11110010;NORMAL SANTA TERESA AUT [11110010];Climática Ordinaria;Automática con Telemetría - Convencional;1429;6.7633333330;-76.13361111;Antioquia;Frontino;Caribe;Atrato - Darién;Río Sucio
11110020;ABRIAQUI [11110020];Pluviométrica;Convencional;1920;6.6425;-76.0750;Antioquia;Abriaquí;Caribe;Atrato - Darién;Río Sucio
11110030;FUEMIA [11110030];Pluviométrica;Convencional;1046;6.857890;-76.2523194440;Antioquia;Dabeiba;Caribe;Atrato - Darién;Río Sucio
11110040;CANASGORDAS [11110040];Pluviométrica;Convencional;1200;6.75;-76.03333333;Antioquia;Cañasgordas;Caribe;Atrato - Darién;Río Sucio
11110060;DABEIBA [11110060];Pluviométrica;Convencional;540;7;-76.26666667;Antioquia;Dabeiba;Caribe;Atrato - Darién;Río Sucio
11110110;BOQUERON DE TOYO [11110110];Climática Ordinaria;Automática con Telemetría - Convencional;20;6.6994444440;-75.9775;Antioquia;Giraldo;Caribe;Atrato - Darién;Río Sucio
11115010;DABEIBA [11115010];Climática Principal;Convencional;540;7;-76.2666669440;Antioquia;Dabeiba;Caribe;Atrato - Darién;Río Sucio
11115020;CAÑASGORDAS [11115020];Climática Ordinaria;Automática con Telemetría;1294;6.7580277780;-76.02966667;Antioquia;Cañasgordas;Caribe;Atrato - Darién;Río Sucio
11115030;NUTIBARA [11115030];Climática Ordinaria;Convencional;1400;6.8166666670;-76.25;Antioquia;Frontino;Caribe;Atrato - Darién;Río Sucio
11115040;MUSINGA AUT [11115040];Climática Ordinaria;Automática con Telemetría - Convencional;1396;6.7779722220;-76.20333333;Antioquia;Frontino;Caribe;Atrato - Darién;Río Sucio
11117010;EL AÑIL [11117010];Limnimétrica;Automática con Telemetría - Convencional;650;6.8738888890;-76.14958333;Antioquia;Uramita;Caribe;Atrato - Darién;Río Sucio
11117020;DABEIBA 1 [11117020];Limnimétrica;Convencional;490;7.0166666670;-76.26666667;Antioquia;Dabeiba;Caribe;Atrato - Darién;Río Sucio
11117030;TASCON [11117030];Limnigráfica;Convencional;300;7.0833333330;-76.41666667;Antioquia;Dabeiba;Caribe;Atrato - Darién;Río Sucio
11117040;MUTATA [11117040];Limnigráfica;Automática con Telemetría;132;7.2294444440;-76.43805556;Antioquia;Mutatá;Caribe;Atrato - Darién;Río Sucio
11117050;DABEIBA 2 [11117050];Limnigráfica;Automática con Telemetría;650;7.0102780560;-76.2883333330;Antioquia;Dabeiba;Caribe;Atrato - Darién;Río Sucio
11120010;SALAQUI [11120010];Pluviométrica;Convencional;20;7.4333333330;-77.28333333;Choco;Riosucio;Caribe;Atrato - Darién;Río Salaquí  y otros directos Bajo Atrato
11120040;RIOSUCIO [11120040];Climática Ordinaria;Automática con Telemetría;2;7.4394444440;-77.11527778;Choco;Riosucio;Caribe;Atrato - Darién;Río Sucio
11125010;TERESITA LA [11125010];Climática Ordinaria;Convencional;50;7;-77.50;Choco;Riosucio;Caribe;Atrato - Darién;Río Salaquí  y otros directos Bajo Atrato
11127010;NUEVA LA [11127010];Limnimétrica;Convencional;75;7.3166666670;-77.16666667;Choco;Riosucio;Caribe;Atrato - Darién;Río Salaquí  y otros directos Bajo Atrato
11130010;UNGUIA [11130010];Pluviométrica;Convencional;14;8.0367780560;-77.0878608330;Choco;Unguía;Caribe;Atrato - Darién;Río Tanela y otros Directos al Caribe
11130020;HONDA LA [11130020];Pluviométrica;Convencional;5;7.5766666670;-77.12555556;Choco;Riosucio;Caribe;Atrato - Darién;Río Salaquí  y otros directos Bajo Atrato
11130030;SAUTATA [11130030];Pluviométrica;Convencional;5;7.8666666670;-77.16666667;Choco;Riosucio;Caribe;Atrato - Darién;Río Tanela y otros Directos al Caribe
11135010;SAUTATA [11135010];Climática Ordinaria;Convencional;2;7.85;-77.11666667;Choco;Riosucio;Caribe;Atrato - Darién;Río Tanela y otros Directos al Caribe
11135020;BALSA LA [11135020];Climática Ordinaria;Convencional;5;7.5166666670;-77.20;Choco;Riosucio;Caribe;Atrato - Darién;Río Salaquí  y otros directos Bajo Atrato
11135030;UNGUIA [11135030];Climática Principal;Automática con Telemetría;14;8.0367222220;-77.08786111;Choco;Unguía;Caribe;Atrato - Darién;Río Tanela y otros Directos al Caribe
11140010;MARIRRIO [11140010];Pluviométrica;Convencional;1;8;-76.95;Antioquia;Turbo;Caribe;Atrato - Darién;Directos Bajo Atrato entre río Sucio y desembocadura
11145010;BAJIRA [11145010];Climática Ordinaria;Convencional;150;7.3833333330;-76.66666667;Choco;Riosucio;Caribe;Atrato - Darién;Río Sucio
11147010;RIOSUCIO [11147010];Limnimétrica;Convencional;2;7.44;-77.12;Choco;Riosucio;Caribe;Atrato - Darién;Río Salaquí  y otros directos Bajo Atrato
11147020;BAJIRA [11147020];Limnigráfica;Convencional;2;7.3684444440;-76.72727778;Choco;Riosucio;Caribe;Atrato - Darién;Río Sucio
11147030;PRIMAVERA [11147030];Limnimétrica;Convencional;160;7.35;-76.63333333;Antioquia;Mutatá;Caribe;Atrato - Darién;Río Sucio
11150010;TITUMATE [11150010];Pluviométrica;Convencional;11;8.3080555560;-77.07583333;Choco;Unguía;Caribe;Atrato - Darién;Río Tolo y otros Directos al Caribe
11150020;TANELA [11150020];Pluviométrica;Convencional;10;8.1629166670;-77.0404166670;Choco;Unguía;Caribe;Atrato - Darién;Río Tanela y otros Directos al Caribe
11150030;ACANDI [11150030];Pluviométrica;Convencional;160;8.5308333330;-77.27694444;Choco;Acandí;Caribe;Atrato - Darién;Río Tolo y otros Directos al Caribe
11155010;PLAYA LA [11155010];Climática Ordinaria;Convencional;2;8.5333333330;-77.28333333;Choco;Acandí;Caribe;Atrato - Darién;Río Tolo y otros Directos al Caribe
11155020;GLORIA LA [11155020];Climática Ordinaria;Convencional;5;8.2666666670;-77.06666667;Choco;Unguía;Caribe;Atrato - Darién;Río Tanela y otros Directos al Caribe
11155030;CAPURGANA [11155030];Meteorologica Marina;Automática con Telemetría;19;8.616250;-77.32819444;Choco;Acandí;Caribe;Atrato - Darién;Río Tolo y otros Directos al Caribe
11159010;CAPURGANA - AUT [11159010];Meteorologica Marina;Automática con Telemetría;1;8.62;-77.33;Choco;Acandí;Caribe;Atrato - Darién;Río Tolo y otros Directos al Caribe
11175000;ATRATO - AUT  [11175000];Climática Ordinaria;Automática con Telemetría;63;5.588350;-76.643510;Choco;Atrato (Yuto);Caribe;Atrato - Darién;Río Cabi y otros Directos Atrato (md)
12010010;EL TORMENTO [12010010];Pluviométrica;Convencional;20;7.7663888890;-76.85527778;Antioquia;Turbo;Caribe;Caribe - Litoral;Río León
12010020;PALMERA LA [12010020];Pluviométrica;Convencional;58;7.50;-76.5999997220;Antioquia;Chigorodó;Caribe;Caribe - Litoral;Río León
12010030;BARRANQUILLITA [12010030];Pluviométrica;Convencional;18;7.57;-76.70;Antioquia;Chigorodó;Caribe;Caribe - Litoral;Río León
12010040;TULENAPA [12010040];Pluviométrica;Convencional;30;7.6666666670;-76.66666667;Antioquia;Chigorodó;Caribe;Caribe - Litoral;Río León
12010050;LA TOSCANA [12010050];Pluviométrica;Convencional;15;7.8080555560;-76.70305556;Antioquia;Carepa;Caribe;Caribe - Litoral;Río León
12010060;LA LORENA [12010060];Pluviométrica;Convencional;10;7.8630555560;-76.68916667;Antioquia;Apartadó;Caribe;Caribe - Litoral;Río León
12010070;EL CASCO [12010070];Pluviométrica;Convencional;18;7.8844444440;-76.64777778;Antioquia;Apartadó;Caribe;Caribe - Litoral;Río León
12010080;SANTA ISABEL [12010080];Pluviométrica;Convencional;30;7.75;-76.66666667;Antioquia;Carepa;Caribe;Caribe - Litoral;Río León
12010090;TRIGANA [12010090];Pluviométrica;Convencional;21;7.7476666670;-76.7118888890;Antioquia;Carepa;Caribe;Caribe - Litoral;Río León
12010100;EUPOL [12010100];Pluviométrica;Convencional;10;7.9455277780;-76.61738889;Antioquia;Turbo;Caribe;Caribe - Litoral;Río León
12010110;PRADO MAR [12010110];Pluviométrica;Convencional;5;7.9874166670;-76.63852778;Antioquia;Turbo;Caribe;Caribe - Litoral;Río Mulatos y otros directos al Caribe
12010120;SANTA MARTHA [12010120];Pluviométrica;Convencional;21;7.9238333330;-76.64908333;Antioquia;Turbo;Caribe;Caribe - Litoral;Río León
12010130;CHIGORODO [12010130];Pluviométrica;Convencional;30;7.70;-76.70;Antioquia;Chigorodó;Caribe;Caribe - Litoral;Río León
12010140;RIOGRANDE [12010140];Pluviométrica;Convencional;5;7.9333333330;-76.63333333;Antioquia;Turbo;Caribe;Caribe - Litoral;Río León
12010150;VILLA ARTEAGA [12010150];Pluviométrica;Convencional;150;7.45;-76.61666667;Antioquia;Mutatá;Caribe;Caribe - Litoral;Río León
12010160;SAN JOSE APARTADO [12010160];Pluviográfica;Convencional;100;7.8666666670;-76.60;Antioquia;Apartadó;Caribe;Caribe - Litoral;Río León
12010170;NUEVO ORIENTE [12010170];Pluviográfica;Convencional;23;7.4603333330;-76.68955556;Antioquia;Turbo;Caribe;Atrato - Darién;Directos Bajo Atrato entre río Sucio y desembocadura
12010180;CHOROMANDO HACIENDA [12010180];Pluviográfica;Convencional;150;7.95;-76.58333333;Antioquia;Turbo;Caribe;Caribe - Litoral;Río León
12015010;VILLARTEAGA [12015010];Climática Ordinaria;Convencional;132;7.3346666670;-76.48602778;Antioquia;Mutatá;Caribe;Caribe - Litoral;Río León
12015020;UNIBAN [12015020];Agrometeorológica;Convencional;43;7.8259166670;-76.65133333;Antioquia;Apartadó;Caribe;Caribe - Litoral;Río León
12015030;IDEMA-MONTECRISANTO [12015030];Climática Ordinaria;Convencional;40;7.65;-76.68333333;Antioquia;Chigorodó;Caribe;Caribe - Litoral;Río León
12015040;NEGRA LA 1 [12015040];Meteorológica Especial;Convencional;2;7.95;-76.68333333;Antioquia;Turbo;Caribe;Caribe - Litoral;Río León
12015050;RIOGRANDE [12015050];Climática Ordinaria;Convencional;20;7.9166666670;-76.63333333;Antioquia;Turbo;Caribe;Caribe - Litoral;Río León
12015060;TULENAPA [12015060];Climática Ordinaria;Automática con Telemetría;39;7.77;-76.67;Antioquia;Carepa;Caribe;Caribe - Litoral;Río León
12015070;AEROPUERTO LOS CEDROS [12015070];Sinóptica Principal;Convencional;41;7.8163888890;-76.71788889;Antioquia;Carepa;Caribe;Caribe - Litoral;Río León
12015080;CERRAZON LA [12015080];Agrometeorológica;Convencional;70;7.7166666670;-76.61666667;Antioquia;Chigorodó;Caribe;Caribe - Litoral;Río León
12015090;PALMERA LA [12015090];Climática Ordinaria;Convencional;58;7.5383333330;-76.60555556;Antioquia;Chigorodó;Caribe;Caribe - Litoral;Río León
12015100;PISTA INDIRA [12015100];Agrometeorológica;Automática con Telemetría;15;7.940750;-76.69616667;Antioquia;Turbo;Caribe;Caribe - Litoral;Río León
12015110;CHIGORODO [12015110];Agrometeorológica;Automática con Telemetría;44;7.6711388890;-76.69405556;Antioquia;Chigorodó;Caribe;Caribe - Litoral;Río León
12017010;CHIGORODO [12017010];Limnimétrica;Automática con Telemetría;20;7.6730555560;-76.68391667;Antioquia;Chigorodó;Caribe;Caribe - Litoral;Río León
12017020;BARRANQUILLITA [12017020];Limnigráfica;Automática con Telemetría;22;7.57;-76.71;Antioquia;Chigorodó;Caribe;Caribe - Litoral;Río León
12017030;VICTORIA LA [12017030];Limnimétrica;Convencional;20;7.8166666670;-76.68333333;Antioquia;Apartadó;Caribe;Caribe - Litoral;Río León
12017040;RIOGRANDE [12017040];Limnimétrica;Convencional;22;7.9278333330;-76.62111111;Antioquia;Turbo;Caribe;Caribe - Litoral;Río León
12017050;PUENTE CARRETERA [12017050];Limnimétrica;Convencional;23;7.8238888890;-76.64805556;Antioquia;Apartadó;Caribe;Caribe - Litoral;Río León
12017060;APARTADO [12017060];Limnimétrica;Convencional;65;7.875750;-76.62258333;Antioquia;Apartadó;Caribe;Caribe - Litoral;Río León
12017070;CERRAZON LA [12017070];Limnigráfica;Automática sin Telemetría;40;7.7208611110;-76.57636111;Antioquia;Chigorodó;Caribe;Caribe - Litoral;Río León
12017080;CAREPA [12017080];Limnimétrica;Convencional;62;7.7633611110;-76.658250;Antioquia;Carepa;Caribe;Caribe - Litoral;Río León
12017100;VILLARTEAGA [12017100];Limnimétrica;Convencional;80;7.4130780560;-76.5990527780;Antioquia;Mutatá;Caribe;Caribe - Litoral;Río León
12020010;PUEBLO BELLO [12020010];Pluviométrica;Convencional;136;8.1999972220;-76.52;Antioquia;Turbo;Caribe;Caribe - Litoral;Río Mulatos y otros directos al Caribe
12020040;NUEVA ANTIOQUIA [12020040];Pluviométrica;Convencional;13;8.05;-76.55;Antioquia;Turbo;Caribe;Caribe - Litoral;Río Mulatos y otros directos al Caribe
12020170;PLAYONA LA [12020170];Pluviográfica;Convencional;150;8.1833333330;-76.65;Antioquia;Turbo;Caribe;Caribe - Litoral;Río Mulatos y otros directos al Caribe
12025010;AEROPUERTO GONZALO [12025010];Climática Ordinaria;Convencional;1;8.1166666670;-76.73333333;Antioquia;Turbo;Caribe;Caribe - Litoral;Río Mulatos y otros directos al Caribe
12025020;CARIBIA [12025020];Climática Ordinaria;Convencional;20;8.50;-76.68333333;Antioquia;Necoclí;Caribe;Caribe - Litoral;Río Mulatos y otros directos al Caribe
12025030;EL MELLITO [12025030];Climática Ordinaria;Convencional;54;8.5426666670;-76.67336111;Antioquia;Necoclí;Caribe;Caribe - Litoral;Río Mulatos y otros directos al Caribe
12025040;TURBO [12025040];Climática Ordinaria;Automática con Telemetría;37;8.0918055560;-76.71633333;Antioquia;Turbo;Caribe;Caribe - Litoral;Río Mulatos y otros directos al Caribe
12027010;PUEBLO BELLO [12027010];Limnigráfica;Automática con Telemetría;10;8.2037811110;-76.5249444440;Antioquia;Turbo;Caribe;Caribe - Litoral;Río Mulatos y otros directos al Caribe
12027030;TRES EL [12027030];Limnimétrica;Convencional;20;8.0650277780;-76.657750;Antioquia;Turbo;Caribe;Caribe - Litoral;Río Mulatos y otros directos al Caribe
12027040;CURRULAO [12027040];Limnimétrica;Convencional;51;7.9944166670;-76.631750;Antioquia;Turbo;Caribe;Caribe - Litoral;Río Mulatos y otros directos al Caribe
12027050;PUEBLO NUEVO [12027050];Limnimétrica;Convencional;25;8.4150555560;-76.62938889;Antioquia;Necoclí;Caribe;Caribe - Litoral;Río Mulatos y otros directos al Caribe
12027060;DOS EL [12027060];Limnimétrica;Convencional;50;8.1265;-76.69383333;Antioquia;Turbo;Caribe;Caribe - Litoral;Río Mulatos y otros directos al Caribe
12030010;SAN JUAN DE URABA [12030010];Pluviométrica;Convencional;4;8.7552222220;-76.53305556;Antioquia;San Juan De Urabá;Caribe;Caribe - Litoral;Río Mulatos y otros directos al Caribe
12030020;CARMELO EL [12030020];Pluviométrica;Convencional;50;8.62;-76.38;Antioquia;Arboletes;Caribe;Caribe - Litoral;Río San Juan
12037010;CANDELARIA LA [12037010];Limnimétrica;Convencional;5;8.6597222220;-76.44583333;Antioquia;Arboletes;Caribe;Caribe - Litoral;Río San Juan
12037020;LAJA LA HACIENDA [12037020];Limnimétrica;Convencional;2;8.7166666670;-76.48333333;Antioquia;San Juan De Urabá;Caribe;Caribe - Litoral;Río San Juan
12037030;EL CARMELO [12037030];Limnimétrica;Convencional;20;8.62;-76.39;Antioquia;Arboletes;Caribe;Caribe - Litoral;Río San Juan
12037050;SAN PEDRO [12037050];Limnimétrica;Convencional;137;8.2778055560;-76.39130556;Antioquia;San Pedro De Urabá;Caribe;Caribe - Litoral;Río San Juan
12040010;JARAMAGAL [12040010];Pluviométrica;Convencional;90;8.9008333330;-76.22083333;Cordoba;Puerto Escondido;Caribe;Caribe - Litoral;Rio Canalete y otros Arroyos Directos al Caribe
12040020;CANALETE [12040020];Pluviométrica;Convencional;40;8.7869444440;-76.23555556;Cordoba;Canalete;Caribe;Caribe - Litoral;Rio Canalete y otros Arroyos Directos al Caribe
12045010;ARBOLETES [12045010];Climática Principal;Convencional;4;8.8469444440;-76.43194444;Antioquia;Arboletes;Caribe;Caribe - Litoral;Rio Canalete y otros Arroyos Directos al Caribe
12045020;CRISTO REY  - AUT [12045020];Climática Ordinaria;Automática con Telemetría - Convencional;15;9.0711111110;-76.22444444;Cordoba;Puerto Escondido;Caribe;Caribe - Litoral;Rio Canalete y otros Arroyos Directos al Caribe
12047010;CANALETE [12047010];Limnimétrica;Convencional;35;8.7869722220;-76.23641667;Cordoba;Canalete;Caribe;Caribe - Litoral;Rio Canalete y otros Arroyos Directos al Caribe
12065501;SOLMAFORO CARTAGENA [12065501];Ambiental;Automática sin Telemetría;12;10.4200277780;-75.5511388890;Bolivar;Cartagena De Indias;Caribe;Caribe - Litoral;Arroyos Directos al Caribe
12067001;GUAJARO EMBALSE AUT [12067001];Limnigráfica;Automática con Telemetría;6;10.52055556;-75.09627778;Atlantico;Repelón;Caribe;Caribe - Litoral;Arroyos Directos al Caribe
13010010;MOLINILLO [13010010];Pluviométrica;Convencional;500;7.6833333330;-76.05;Cordoba;Tierralta;Caribe;Sinú;Alto Sinú - Urrá
13010020;TUCURA [13010020];Pluviométrica;Convencional;120;7.9333333330;-76.26666667;Cordoba;Tierralta;Caribe;Sinú;Alto Sinú - Urrá
