CODIGO;NOMBRE;CATEGORIA;TECNOLOGIA;ALTITUD;LATITUD;LONGITUD;DEPARTAMENTO;MUNICIPIO;AREA_HIDROGRAFICA;ZONA_HIDROGRAFICA;SUBZONA_HIDROGRAFICA
13090100;ARGENTINA LA HACIENDA [13090100];Pluviométrica;Convencional;20;9.4858333330;-75.46861111;Sucre;Tolú Viejo;Caribe;Caribe - Litoral;Directos Caribe Golfo de Morrosquillo
13090110;PALO ALTO [13090110];Pluviométrica;Convencional;50;9.8175;-75.41833333;Sucre;San Onofre;Magdalena Cauca;Bajo Magdalena;Canal del Dique margen izquierda
13090230;PASTORA LA [13090230];Pluviométrica;Convencional;58;9.2933333330;-75.49194444;Sucre;Sincelejo;Caribe;Caribe - Litoral;Directos Caribe Golfo de Morrosquillo
13095010;COVENAS - AUT [13095010];Meteorológica Especial;Automática con Telemetría;1;9.3833333330;-75.66666667;Sucre;Tolú;Caribe;Caribe - Litoral;Directos Caribe Golfo de Morrosquillo
13095020;PRIMATES [13095020];Pluviométrica;Convencional;200;9.5301388890;-75.35136111;Sucre;Colosó;Caribe;Caribe - Litoral;Directos Caribe Golfo de Morrosquillo
13097010;TOLUVIEJO [13097010];Limnimétrica;Convencional;59;9.4370;-75.4390;Sucre;Tolú Viejo;Caribe;Caribe - Litoral;Directos Caribe Golfo de Morrosquillo
13097020;PARAISO EL [13097020];Limnimétrica;Convencional;90;9.50;-75.40;Sucre;Colosó;Caribe;Caribe - Litoral;Directos Caribe Golfo de Morrosquillo
13097030;CARACOL [13097030];Limnimétrica;Convencional;100;9.40;-75.40;Sucre;Tolú Viejo;Caribe;Caribe - Litoral;Directos Caribe Golfo de Morrosquillo
13097040;CERRO BOMBA [13097040];Limnimétrica;Convencional;50;9.2666666670;-75.50;Cordoba;San Andrés De Sotavento;Caribe;Caribe - Litoral;Directos Caribe Golfo de Morrosquillo
13097050;PASTORA LA [13097050];Limnimétrica;Convencional;58;9.2666666670;-75.48333333;Sucre;Sincelejo;Caribe;Caribe - Litoral;Directos Caribe Golfo de Morrosquillo
13097060;NUMEROS LOS [13097060];Limnimétrica;Convencional;380;9.6333333330;-75.21666667;Sucre;Ovejas;Magdalena Cauca;Bajo Magdalena- Cauca -San Jorge;Bajo San Jorge - La Mojana
13097070;PELONA LA [13097070];Limnimétrica;Convencional;20;9.75;-75.58333333;Sucre;San Onofre;Caribe;Caribe - Litoral;Directos Caribe Golfo de Morrosquillo
14010010;PIOJO [14010010];Pluviométrica;Convencional;320;10.74611111;-75.10797222;Atlantico;Piojó;Caribe;Caribe - Litoral;Arroyos Directos al Caribe
14010020;HIBACHARO [14010020];Pluviométrica;Convencional;80;10.72188889;-75.14011111;Atlantico;Piojó;Caribe;Caribe - Litoral;Arroyos Directos al Caribe
14010030;BAYUNCA [14010030];Pluviométrica;Convencional;35;10.52416667;-75.40138889;Bolivar;Cartagena De Indias;Caribe;Caribe - Litoral;Arroyos Directos al Caribe
14010040;BUENAVISTA [14010040];Pluviográfica;Convencional;60;10.75;-75.08333333;Atlantico;Piojó;Caribe;Caribe - Litoral;Arroyos Directos al Caribe
14010050;CAÑAVERAL [14010050];Pluviométrica;Convencional;75;10.41;-75.34;Bolivar;Turbaco;Caribe;Caribe - Litoral;Arroyos Directos al Caribe
14010090;PORVENIR EL [14010090];Pluviométrica;Convencional;40;10.71022222;-75.16227778;Atlantico;Piojó;Caribe;Caribe - Litoral;Arroyos Directos al Caribe
14010100;PINTADA LA [14010100];Pluviométrica;Convencional;200;10.95511111;-74.9950;Atlantico;Tubará;Caribe;Caribe - Litoral;Arroyos Directos al Caribe
14015010;GALERAZAMBA  - AUT [14015010];Climática Principal;Automática con Telemetría;20;10.79416667;-75.26055556;Bolivar;Santa Catalina;Caribe;Caribe - Litoral;Arroyos Directos al Caribe
14015030;ESCUELA NAVAL CIOH [14015030];Climática Principal;Convencional;1;10.44722222;-75.51611111;Bolivar;Cartagena De Indias;Caribe;Caribe - Litoral;Arroyos Directos al Caribe
14015060;ISLAS DEL ROSARIO [14015060];Climática Principal;Convencional;3;10.18333333;-75.75;Bolivar;Cartagena De Indias;Caribe;Sinú;Bajo Sinú
14015070;ISLA DEL TESORO [14015070];Meteorológica Especial;Convencional;2;10.23333333;-75.75;Bolivar;Cartagena De Indias;Caribe;Sinú;Bajo Sinú
14015080;AEROPUERTO RAFAEL NUNEZ [14015080];Sinóptica Principal;Automática con Telemetría;2;10.447250;-75.51602778;Bolivar;Cartagena De Indias;Caribe;Caribe - Litoral;Arroyos Directos al Caribe
14017701;MAHATES - AUT [14017701];Limnigráfica;Automática con Telemetría;9;10.23978611;-75.20380833;Bolivar;Mahates;Magdalena Cauca;Bajo Magdalena;Canal del Dique margen izquierda
14017702;BARRANCAVIEJA - AUT [14017702];Limnigráfica;Automática con Telemetría;9;10.16452778;-74.94066667;Bolivar;Calamar;Magdalena Cauca;Bajo Magdalena;Directos al Bajo Magdalena entre El Plato y Calamar
14019010;CARTAGENA [14019010];Meteorologica Marina;Convencional;0;10.38720833;-75.52989722;Bolivar;Cartagena De Indias;Caribe;Caribe - Litoral;Arroyos Directos al Caribe
14019020;ISLA DEL ROSARIO [14019020];Meteorologica Marina;Convencional;2;10.19541667;-75.74730556;Bolivar;Cartagena De Indias;Caribe;Sinú;Bajo Sinú
14019030;ESCUELA NAVAL CIOH - AUT [14019030];Meteorologica Marina;Automática con Telemetría;1;10.39056389;-75.53383056;Bolivar;Cartagena De Indias;Caribe;Caribe - Litoral;Arroyos Directos al Caribe
14019040;TAJAMAR OCCIDENTAL [14019040];Meteorologica Marina;Automática con Telemetría;1;11.10630556;-74.85472222;Atlantico;Barranquilla;Magdalena Cauca;Bajo Magdalena;Cga Grande de Santa Marta
15010010;MINCA [15010010];Pluviométrica;Convencional;640;11.14083333;-74.12;Magdalena;Santa Marta;Caribe;Caribe - Guajira;Río  Piedras - Río Manzanares
15010020;BURITACA [15010020];Pluviométrica;Convencional;30;11.25013056;-73.764750;Magdalena;Santa Marta;Caribe;Caribe - Guajira;Rio Guachaca - Mendiguaca y Buritaca
15010030;GUACHACA 2 [15010030];Pluviométrica;Convencional;750;11.10;-73.85;Magdalena;Santa Marta;Caribe;Caribe - Guajira;Rio Guachaca - Mendiguaca y Buritaca
15010040;VISTA NIEVES [15010040];Pluviométrica;Convencional;20;11.08536111;-74.07986111;Magdalena;Santa Marta;Caribe;Caribe - Guajira;Río  Piedras - Río Manzanares
15010050;CIENAGA GRANDE [15010050];Pluviométrica;Convencional;20;11;-74.25;Magdalena;Ciénaga;Magdalena Cauca;Bajo Magdalena;Cga Grande de Santa Marta
15010070;FILTRO DE AGUA [15010070];Pluviométrica;Convencional;25;11.01666667;-74.23333333;Magdalena;Ciénaga;Magdalena Cauca;Bajo Magdalena;Cga Grande de Santa Marta
15010100;PLTA GAIRA [15010100];Pluviométrica;Convencional;150;11.18333333;-74.16666667;Magdalena;Santa Marta;Caribe;Caribe - Guajira;Río  Piedras - Río Manzanares
15010140;TORRE TV [15010140];Pluviométrica;Convencional;2700;11.11666667;-74.03333333;Magdalena;Santa Marta;Caribe;Caribe - Guajira;Río  Piedras - Río Manzanares
15010150;TAGUA LA [15010150];Pluviométrica;Convencional;2600;11.11666667;-74.05;Magdalena;Santa Marta;Caribe;Caribe - Guajira;Río  Piedras - Río Manzanares
15010160;DELICIAS LAS [15010160];Pluviométrica;Convencional;900;11.11666667;-74.13333333;Magdalena;Santa Marta;Caribe;Caribe - Guajira;Río  Piedras - Río Manzanares
15010170;ONACA [15010170];Pluviométrica;Convencional;900;11.19972222;-73.84027778;Magdalena;Santa Marta;Caribe;Caribe - Guajira;Rio Guachaca - Mendiguaca y Buritaca
15010190;CACAOS LOS [15010190];Pluviométrica;Convencional;500;11.20;-74.08333333;Magdalena;Santa Marta;Caribe;Caribe - Guajira;Río  Piedras - Río Manzanares
15010200;PLASTICOS MAGDALEN [15010200];Pluviométrica;Convencional;20;11.20;-74.20;Magdalena;Santa Marta;Caribe;Caribe - Guajira;Río  Piedras - Río Manzanares
15010240;CUBILETE EL BONDA [15010240];Pluviométrica;Convencional;50;11.23333333;-74.15;Magdalena;Santa Marta;Caribe;Caribe - Guajira;Río  Piedras - Río Manzanares
15010300;GUACHACA [15010300];Pluviométrica;Convencional;45;11.25638889;-73.83666667;Magdalena;Santa Marta;Caribe;Caribe - Guajira;Rio Guachaca - Mendiguaca y Buritaca
15010310;FILO CARTAGENA [15010310];Pluviométrica;Convencional;750;11.10027778;-73.84322222;Magdalena;Santa Marta;Caribe;Caribe - Guajira;Rio Guachaca - Mendiguaca y Buritaca
15010501;IDEAM SANTA MARTA [15010501];Pluviométrica;Convencional;20;11.22222222;-74.17991667;Magdalena;Santa Marta;Caribe;Caribe - Guajira;Río  Piedras - Río Manzanares
15015010;CENTRO AGRO SENA [15015010];Climática Ordinaria;Convencional;7;11.21666667;-74.18333333;Magdalena;Santa Marta;Caribe;Caribe - Guajira;Río  Piedras - Río Manzanares
15015020;YE LA [15015020];Climática Ordinaria;Convencional;20;10.99241667;-74.21113889;Magdalena;Ciénaga;Magdalena Cauca;Bajo Magdalena;Cga Grande de Santa Marta
15015030;PUNTA BETIN [15015030];Climática Ordinaria;Convencional;15;11.47233889;-74.21320278;Magdalena;Santa Marta;Caribe;Caribe - Guajira;Río  Piedras - Río Manzanares
15015050;AEROPUERTO SIMON BOLIVAR [15015050];Sinóptica Principal;Convencional;4;11.11469440;-74.2310277780;Magdalena;Santa Marta;Caribe;Caribe - Guajira;Río  Piedras - Río Manzanares
15015060;SAN LORENZO  - AUT [15015060];Climática Principal;Automática con Telemetría - Convencional;2200;11.11108333;-74.05469444;Magdalena;Santa Marta;Caribe;Caribe - Guajira;Río  Piedras - Río Manzanares
15015090;CANAVERALES [15015090];Climática Ordinaria;Convencional;30;11.26666667;-73.88333333;Magdalena;Santa Marta;Caribe;Caribe - Guajira;Rio Guachaca - Mendiguaca y Buritaca
15015100;PARQUE TAYRONA [15015100];Climática Ordinaria;Automática con Telemetría - Convencional;23;11.301674;-73.928809;Magdalena;Santa Marta;Caribe;Caribe - Guajira;Río  Piedras - Río Manzanares
15015110;ALTO DE MIRA [15015110];Climática Ordinaria;Convencional;180;11.0915;-73.93238889;Magdalena;Santa Marta;Caribe;Caribe - Guajira;Rio Guachaca - Mendiguaca y Buritaca
15015120;UNIVERSIDAD TECNOLOGICA  - AUT [15015120];Climática Principal;Automática con Telemetría - Convencional;7;11.22305556;-74.18591667;Magdalena;Santa Marta;Caribe;Caribe - Guajira;Río  Piedras - Río Manzanares
15017010;GAIRA [15017010];Limnimétrica;Convencional;10;11.18333333;-74.18333333;Magdalena;Santa Marta;Caribe;Caribe - Guajira;Río  Piedras - Río Manzanares
15017020;LA REVUELTA [15017020];Limnimétrica;Convencional;50;11.27763889;-73.94155556;Magdalena;Santa Marta;Caribe;Caribe - Guajira;Río  Piedras - Río Manzanares
15017030;MINCA  - AUT [15017030];Limnigráfica;Automática con Telemetría - Convencional;625;11.142548;-74.111813;Magdalena;Santa Marta;Caribe;Caribe - Guajira;Río  Piedras - Río Manzanares
15017040;GUACHACA [15017040];Limnimétrica;Convencional;18;11.246841;-73.840049;Magdalena;Santa Marta;Caribe;Caribe - Guajira;Rio Guachaca - Mendiguaca y Buritaca
15017050;SAN P. ALEJANDRINO [15017050];Limnimétrica;Convencional;20;11.23333333;-74.18333333;Magdalena;Santa Marta;Caribe;Caribe - Guajira;Río  Piedras - Río Manzanares
15017060;BOCATOMA SANTA MARTA [15017060];Limnimétrica;Convencional;245;11.205144;-74.098192;Magdalena;Santa Marta;Caribe;Caribe - Guajira;Río  Piedras - Río Manzanares
15017070;NARANJOS LOS [15017070];Limnigráfica;Convencional;40;11.28333333;-73.91666667;Magdalena;Santa Marta;Caribe;Caribe - Guajira;Río  Piedras - Río Manzanares
15017080;BURITACA [15017080];Limnimétrica;Convencional;11;11.250034;-73.764338;Magdalena;Santa Marta;Caribe;Caribe - Guajira;Rio Guachaca - Mendiguaca y Buritaca
15020010;ALTO RIO DON DIEGO [15020010];Pluviométrica;Convencional;480;11.26666667;-73.68333333;Magdalena;Santa Marta;Caribe;Caribe - Guajira;Río Don Diego
15027010;PUENTE CARRETERA - DON DIEGO [15027010];Limnimétrica;Convencional;13;11.240026;-73.696478;Magdalena;Santa Marta;Caribe;Caribe - Guajira;Río Don Diego
15030010;DIBULLA [15030010];Pluviométrica;Convencional;5;11.27522222;-73.31219444;La Guajira;Dibulla;Caribe;Caribe - Guajira;Río Ancho y Otros Directos al caribe
15030020;PALOMINO [15030020];Pluviométrica;Convencional;30;11.24416667;-73.57388889;Magdalena;Santa Marta;Caribe;Caribe - Guajira;Río Ancho y Otros Directos al caribe
15030030;ALTO RIO DIBULLA [15030030];Pluviométrica;Convencional;390;11.11666667;-73.30;La Guajira;Dibulla;Caribe;Caribe - Guajira;Río Ancho y Otros Directos al caribe
15030040;ALTO RIO ANCHO [15030040];Pluviométrica;Convencional;220;11.06666667;-73.46666667;La Guajira;Dibulla;Caribe;Caribe - Guajira;Río Ancho y Otros Directos al caribe
15030050;CERRO CUBA [15030050];Pluviométrica;Convencional;400;11.06666667;-73.40;La Guajira;Dibulla;Caribe;Caribe - Guajira;Río Ancho y Otros Directos al caribe
15035010;ROSALES LOS HACIENDA [15035010];Climática Ordinaria;Convencional;80;11.21666667;-73.45;La Guajira;Dibulla;Caribe;Caribe - Guajira;Río Ancho y Otros Directos al caribe
15035020;TERMOGUAJIRA  - AUT [15035020];Climática Ordinaria;Automática con Telemetría - Convencional;5;11.2525;-73.41138889;La Guajira;Dibulla;Caribe;Caribe - Guajira;Río Ancho y Otros Directos al caribe
15037010;ANCHO [15037010];Limnimétrica;Convencional;50;11.20505556;-73.46130556;La Guajira;Dibulla;Caribe;Caribe - Guajira;Río Ancho y Otros Directos al caribe
15037020;PUENTE CARRETERA - PALOMINO [15037020];Limnimétrica;Convencional;30;11.24455556;-73.56861111;Magdalena;Santa Marta;Caribe;Caribe - Guajira;Río Ancho y Otros Directos al caribe
15037030;MINGUEO [15037030];Limnimétrica;Convencional;44;11.21222222;-73.40333333;La Guajira;Dibulla;Caribe;Caribe - Guajira;Río Ancho y Otros Directos al caribe
15040010;ALTO RIO CORUAL [15040010];Pluviométrica;Convencional;200;11.23333333;-73.15;La Guajira;Riohacha;Caribe;Caribe - Guajira;Río Tapias
15040020;JUANA VIEJA [15040020];Pluviométrica;Convencional;1100;11.11666667;-73.05;La Guajira;San Juan Del Cesar;Caribe;Caribe - Guajira;Río Tapias
15040030;RIO SAN FRANCISCO [15040030];Pluviométrica;Convencional;180;11.11666667;-72.98333333;La Guajira;Riohacha;Caribe;Caribe - Guajira;Río Tapias
15045010;MATITAS [15045010];Pluviométrica;Convencional;20;11.26388889;-73.03027778;La Guajira;Riohacha;Caribe;Caribe - Guajira;Río Tapias
15047010;ANAIME [15047010];Limnigráfica;Convencional;31;11.23333333;-73.05;La Guajira;Riohacha;Caribe;Caribe - Guajira;Río Tapias
15047020;PUENTE BOMBA [15047020];Limnimétrica;Convencional;14;11.262395;-73.1583;La Guajira;Riohacha;Caribe;Caribe - Guajira;Río Tapias
15050010;CAMARONES [15050010];Pluviométrica;Convencional;5;11.42883333;-73.05272222;La Guajira;Riohacha;Caribe;Caribe - Guajira;Río Camarones y otros directos Caribe
15050020;FLORIDA LA [15050020];Pluviométrica;Convencional;46;11.25;-72.91666667;La Guajira;Riohacha;Caribe;Caribe - Guajira;Río Camarones y otros directos Caribe
15055010;FLORIDA LA [15055010];Climática Ordinaria;Convencional;46;11.25;-72.91666667;La Guajira;Riohacha;Caribe;Caribe - Guajira;Río Camarones y otros directos Caribe
15060010;LOS REMEDIOS [15060010];Pluviométrica;Convencional;10;11.38177778;-72.9135;La Guajira;Riohacha;Caribe;Caribe - Guajira;Río Camarones y otros directos Caribe
15060020;CUESTECITA [15060020];Pluviométrica;Convencional;93;11.19738889;-72.61180556;La Guajira;Albania;Caribe;Caribe - Guajira;Río Ranchería
15060030;CRUZ LA HACIENDA [15060030];Pluviométrica;Convencional;195;10.96666667;-72.76666667;La Guajira;Barrancas;Caribe;Caribe - Guajira;Río Ranchería
15060040;LAGUNITAS [15060040];Pluviométrica;Convencional;900;11.03436111;-72.87752778;La Guajira;Barrancas;Caribe;Caribe - Guajira;Río Ranchería
15060050;SABANAS DE MANUELA [15060050];Pluviométrica;Convencional;420;10.9530;-73.04797222;La Guajira;Distracción;Caribe;Caribe - Guajira;Río Ranchería
15060060;LAS LOMITAS  [15060060];Pluviométrica;Convencional;300;10.93516667;-72.68466667;La Guajira;Barrancas;Caribe;Caribe - Guajira;Río Ranchería
15060070;JUGUETE EL [15060070];Pluviométrica;Convencional;390;10.7860;-72.76836111;La Guajira;Fonseca;Caribe;Caribe - Guajira;Río Ranchería
15060080;CANAVERALES [15060080];Pluviométrica;Convencional;230;10.75777778;-72.84522222;La Guajira;San Juan Del Cesar;Caribe;Caribe - Guajira;Río Ranchería
15060090;GUACAMAYO [15060090];Pluviométrica;Convencional;220;11.06338889;-72.77669444;La Guajira;Hato Nuevo;Caribe;Caribe - Guajira;Río Ranchería
15060110;EJEMPLO EL [15060110];Pluviométrica;Convencional;116;11.13333333;-72.60;La Guajira;Hato Nuevo;Caribe;Caribe - Guajira;Río Ranchería
15060120;PALMAR EL HACIENDA [15060120];Pluviográfica;Convencional;105;11.08333333;-72.66666667;La Guajira;Barrancas;Caribe;Caribe - Guajira;Río Ranchería
15060130;ESPERANZA LA HACIENDA [15060130];Pluviográfica;Convencional;87;11.1420;-72.50847222;La Guajira;Maicao;Caribe;Caribe - Guajira;Río Ranchería
15060140;SAN FRANCISCO [15060140];Pluviográfica;Convencional;115;11.15;-72.53333333;La Guajira;Albania;Caribe;Caribe - Guajira;Río Ranchería
15060150;EL CONEJO  [15060150];Pluviométrica;Convencional;350;10.77794444;-72.79819444;La Guajira;Fonseca;Caribe;Caribe - Guajira;Río Ranchería
15060160;PAJONALES HACIENDA [15060160];Pluviográfica;Convencional;116;11.08333333;-72.60;La Guajira;Barrancas;Caribe;Caribe - Guajira;Río Ranchería
15060180; LA GLORIA[15060180];Pluviométrica;Convencional;680;11.13802778;-72.7115;La Guajira;Hato Nuevo;Caribe;Caribe - Guajira;Río Ranchería
15060190;FONSECA [15060190];Pluviométrica;Convencional;180;10.90;-72.83333333;La Guajira;Fonseca;Caribe;Caribe - Guajira;Río Ranchería
15060200;ROCHE [15060200];Pluviográfica;Convencional;100;11.07505556;-72.64733333;La Guajira;Barrancas;Caribe;Caribe - Guajira;Río Ranchería
15060210;TAJO SUR [15060210];Pluviográfica;Convencional;95;11.07688889;-72.6750;La Guajira;Barrancas;Caribe;Caribe - Guajira;Río Ranchería
15060230;ARROYO ARENA [15060230];Pluviométrica;Convencional;58;11.28333333;-72.88333333;La Guajira;Riohacha;Caribe;Caribe - Guajira;Río Ranchería
15060260;ANTILLAS LAS [15060260];Pluviométrica;Convencional;170;10.88333333;-72.88333333;La Guajira;Fonseca;Caribe;Caribe - Guajira;Río Ranchería
15060270;LA ARENA  [15060270];Pluviométrica;Convencional;120;11.18913889;-72.72791667;La Guajira;Riohacha;Caribe;Caribe - Guajira;Río Ranchería
15060280;CERREJON CARBOCOL [15060280];Pluviométrica;Convencional;150;11;-72.66666667;La Guajira;Barrancas;Caribe;Caribe - Guajira;Río Ranchería
15060290;CERCADO EL - AUTATICO [15060290];Pluviográfica;Automática con Telemetría;400;10.91513889;-73.01152778;La Guajira;Fonseca;Caribe;Caribe - Guajira;Río Ranchería
15065020;PUEBLITO EL HACIENDA [15065020];Climática Ordinaria;Convencional;585;10.98333333;-73.11666667;La Guajira;San Juan Del Cesar;Caribe;Caribe - Guajira;Río Ranchería
15065030;ARENA LA [15065030];Climática Ordinaria;Convencional;120;11.18913889;-72.72791667;La Guajira;Riohacha;Caribe;Caribe - Guajira;Río Ranchería
15065040;LA PAULINA - AUT [15065040];Climática Principal;Automática con Telemetría - Convencional;170;10.89813889;-72.82847222;La Guajira;Fonseca;Caribe;Caribe - Guajira;Río Ranchería
15065050;CAMP INTERCOR [15065050];Climática Principal;Convencional;122;11.14286111;-72.51466667;La Guajira;Albania;Caribe;Caribe - Guajira;Río Ranchería
15065060;BUENA FE LA [15065060];Climática Ordinaria;Convencional;50;11.21666667;-72.83333333;La Guajira;Riohacha;Caribe;Caribe - Guajira;Río Ranchería
15065070;TANINOS [15065070];Climática Ordinaria;Convencional;10;11.51666667;-72.86666667;La Guajira;Riohacha;Caribe;Caribe - Guajira;Río Ranchería
15065080;RIOHACHA [15065080];Climática Ordinaria;Convencional;5;11.53333333;-72.90;La Guajira;Riohacha;Caribe;Caribe - Guajira;Río Ranchería
15065090;AEROPUERTO INTERCOR [15065090];Meteorológica Especial;Convencional;150;11.16666667;-72.50;La Guajira;Albania;Caribe;Caribe - Guajira;Río Ranchería
15065100;HACIENDA LA CRUZ [15065100];Pluviométrica;Convencional;155;11.11586111;-72.70858333;La Guajira;Hato Nuevo;Caribe;Caribe - Guajira;Río Ranchería
15065110;CAURINA [15065110];Meteorológica Especial;Convencional;380;11.01666667;-72.55;La Guajira;Barrancas;Caribe;Caribe - Guajira;Río Ranchería
15065120;LAGUNA D OXIDACION [15065120];Meteorológica Especial;Convencional;89;11.15;-72.58333333;La Guajira;Albania;Caribe;Caribe - Guajira;Río Ranchería
15065140;TAJO SUR [15065140];Climática Principal;Convencional;95;11.07688889;-72.6750;La Guajira;Barrancas;Caribe;Caribe - Guajira;Río Ranchería
15065150;SENA [15065150];Climática Ordinaria;Convencional;4;11.55;-72.90;La Guajira;Riohacha;Caribe;Caribe - Guajira;Río Ranchería
15065160;AEROPUERTO ALM. PADILLA [15065160];Radio Sonda;Convencional;4;11.52961111;-72.91766667;La Guajira;Riohacha;Caribe;Caribe - Guajira;Río Ranchería
15065170;ESPINAL EL [15065170];Meteorológica Especial;Convencional;150;11.06666667;-72.73333333;La Guajira;Hato Nuevo;Caribe;Caribe - Guajira;Río Ranchería
15065180;AEROPUERTO ALM. PADILLA - [15065180];Sinóptica Principal;Automática con Telemetría - Convencional;15;11.52844440;-72.9177222220;La Guajira;Riohacha;Caribe;Caribe - Guajira;Río Ranchería
15065190;MONGUI - AUT [15065190];Climática Principal;Automática con Telemetría;60;11.22677778;-72.82063889;La Guajira;Riohacha;Caribe;Caribe - Guajira;Río Ranchería
15065200;CARACOLI [15065200];Pluviométrica;Convencional;300;10.7523333330;-73.0031944440;La Guajira;San Juan Del Cesar;Magdalena Cauca;Cesar;Alto Cesar
15065501;LA MINA CERREJON  - AUT [15065501];Climática Principal;Automática con Telemetría - Convencional;80;11.13758333;-72.61594444;La Guajira;Albania;Caribe;Caribe - Guajira;Río Ranchería
15067010;LOMA LINDA [15067010];Limnimétrica;Convencional;148;11.013292;-72.643629;La Guajira;Barrancas;Caribe;Caribe - Guajira;Río Ranchería
15067020;EL CERCADO - AUTOMAT [15067020];Limnigráfica;Automática con Telemetría - Convencional;335;10.9075;-73.00833333;La Guajira;Fonseca;Caribe;Caribe - Guajira;Río Ranchería
15067030;EJEMPLO EL [15067030];Limnimétrica;Convencional;300;11.11666667;-72.58333333;La Guajira;Albania;Caribe;Caribe - Guajira;Río Ranchería
15067040;GUAMITO HACIENDA [15067040];Limnigráfica;Convencional;80;11.07102778;-72.66822222;La Guajira;Barrancas;Caribe;Caribe - Guajira;Río Ranchería
15067050;CUESTECITAS [15067050];Limnimétrica;Convencional;76;11.18033333;-72.55344444;La Guajira;Albania;Caribe;Caribe - Guajira;Río Ranchería
15067060;LA ESPERANZA  [15067060];Limnimétrica;Convencional;135;11.14233333;-72.50819444;La Guajira;Albania;Caribe;Caribe - Guajira;Río Ranchería
15067070;HOLANDA LA [15067070];Limnimétrica;Convencional;115;11.16666667;-72.53333333;La Guajira;Albania;Caribe;Caribe - Guajira;Río Ranchería
15067080;LOS MAGUEYES [15067080];Limnimétrica;Convencional;155;10.907983;-72.793848;La Guajira;Barrancas;Caribe;Caribe - Guajira;Río Ranchería
15067090;CAMPAMENTO [15067090];Limnigráfica;Convencional;150;11;-72.66666667;La Guajira;Barrancas;Caribe;Caribe - Guajira;Río Ranchería
15067100;MIRA LA [15067100];Limnigráfica;Convencional;280;11.11666667;-72.70;La Guajira;Hato Nuevo;Caribe;Caribe - Guajira;Río Ranchería
15067110;REMEDIOS [15067110];Limnimétrica;Convencional;150;11.09591667;-72.53480556;La Guajira;Albania;Caribe;Caribe - Guajira;Río Ranchería
15067130;POZO HONDO [15067130];Limnimétrica;Convencional;210;10.99855556;-72.81955556;La Guajira;Barrancas;Caribe;Caribe - Guajira;Río Ranchería
15067140;CHANCLETA LA [15067140];Limnimétrica;Convencional;150;11.03333333;-72.63333333;La Guajira;Barrancas;Caribe;Caribe - Guajira;Río Ranchería
15067150;PUENTE GUAJIRO [15067150];Limnimétrica;Convencional;485;10.92644444;-72.80438889;La Guajira;Barrancas;Caribe;Caribe - Guajira;Río Ranchería
15067160;ABAJO BOCATOMA [15067160];Limnimétrica;Convencional;117;11.035093;-72.711750;La Guajira;Hato Nuevo;Caribe;Caribe - Guajira;Río Ranchería
15067170;SAN FRANCISCO [15067170];Limnimétrica;Convencional;129;10.990389;-72.756215;La Guajira;Barrancas;Caribe;Caribe - Guajira;Río Ranchería
15067180;AREMASAHIN [15067180];Limnimétrica;Convencional;26;11.481798;-72.714928;La Guajira;Manaure;Caribe;Caribe - Guajira;Río Ranchería
15067190;AREMASAHIN - AUT [15067190];Limnigráfica;Automática con Telemetría;40;11.48077778;-72.71516667;La Guajira;Riohacha;Caribe;Caribe - Guajira;Río Ranchería
15067200;EL SILENCIO - AUT [15067200];Limnigráfica;Automática con Telemetría - Convencional;255;10.91708333;-72.91533333;La Guajira;Fonseca;Caribe;Caribe - Guajira;Río Ranchería
15067210;CARACOLI - AUT [15067210];Limnimétrica;Automática con Telemetría - Convencional;448;10.952896;-73.057746;La Guajira;San Juan Del Cesar;Caribe;Caribe - Guajira;Río Ranchería
15067220;PUENTE CARRETERA - RANCHERIA [15067220];Limnimétrica;Automática con Telemetría - Convencional;7;11.51097222;-72.85594444;La Guajira;Riohacha;Caribe;Caribe - Guajira;Río Ranchería
15067280;JOTOMANA [15067280];Limnimétrica;Convencional;56;11.319083;-72.554937;La Guajira;Albania;Caribe;Caribe - Guajira;Río Ranchería
15067290;PORCIOSA [15067290];Limnimétrica;Convencional;74;11.239857;-72.519534;La Guajira;Albania;Caribe;Caribe - Guajira;Río Ranchería
15070010;SANTANA URRAICH [15070010];Pluviométrica;Convencional;30;12.08658333;-72.05019444;La Guajira;Uribia;Caribe;Caribe - Guajira;Directos Caribe - Ay.Sharimahana Alta Guajira
15070020;NUEVO AMBIENTE [15070020];Pluviométrica;Convencional;39;12.34391667;-71.81919444;La Guajira;Uribia;Caribe;Caribe - Guajira;Directos Caribe - Ay.Sharimahana Alta Guajira
15070030;SAN FRANCISCO [15070030];Pluviométrica;Convencional;25;12.31666667;-71.50;La Guajira;Uribia;Caribe;Caribe - Guajira;Río Carraipia - Paraguachon, Directos al Golfo Maracaibo
15070040;PORTETE JAYARIMA [15070040];Pluviométrica;Convencional;50;12.35;-71.71666667;La Guajira;Uribia;Caribe;Caribe - Guajira;Directos Caribe - Ay.Sharimahana Alta Guajira
15070050;CARIMAYA [15070050];Pluviométrica;Convencional;50;12.20;-71.73333333;La Guajira;Uribia;Caribe;Caribe - Guajira;Directos Caribe - Ay.Sharimahana Alta Guajira
15070060;BUENOS AIRES [15070060];Pluviométrica;Convencional;40;12.27341667;-71.41588889;La Guajira;Uribia;Caribe;Caribe - Guajira;Río Carraipia - Paraguachon, Directos al Golfo Maracaibo
